"cond_open","cond_close","stop_loss","profit","deals"
-1.8,0.5,-10,"216.64",87
-1.8,0.5,-20,"216.64",87
-1.8,0.5,-30,"216.64",87
-1.8,0.5,-40,"216.64",87
-1.8,0.6,-10,"215.41",85
-1.8,0.6,-20,"215.41",85
-1.8,0.6,-30,"215.41",85
-1.8,0.6,-40,"215.41",85
-1.8,0.7,-10,"138.52",85
-1.8,0.7,-20,"134.32",80
-1.8,0.7,-30,"111.73",80
-1.8,0.7,-40,"89.50",80
-1.8,0.8,-10,"144.87",85
-1.8,0.8,-20,"140.56",80
-1.8,0.8,-30,"117.37",80
-1.8,0.8,-40,"94.55",80
-1.8,0.9,-10,"147.99",83
-1.8,0.9,-20,"143.62",78
-1.8,0.9,-30,"120.14",78
-1.8,0.9,-40,"97.03",78
-1.8,1,-10,"147.05",75
-1.8,1,-20,"142.52",70
-1.8,1,-30,"119.14",70
-1.8,1,-40,"96.14",70
-1.8,1.1,-10,"148.78",71
-1.8,1.1,-20,"147.15",66
-1.8,1.1,-30,"123.32",66
-1.8,1.1,-40,"99.88",66
-1.8,1.2,-10,"151.81",71
-1.8,1.2,-20,"149.99",66
-1.8,1.2,-30,"125.89",66
-1.8,1.2,-40,"102.18",66
-1.8,1.3,-10,"160.03",71
-1.8,1.3,-20,"157.67",66
-1.8,1.3,-30,"132.83",66
-1.8,1.3,-40,"108.39",66
-1.8,1.4,-10,"130.42",63
-1.8,1.4,-20,"151.80",58
-1.8,1.4,-30,"125.50",57
-1.8,1.4,-40,"101.38",57
-1.8,1.5,-10,"106.06",59
-1.8,1.5,-20,"105.48",54
-1.8,1.5,-30,"66.17",53
-1.8,1.5,-40,"-16.10",12
-1.8,1.6,-10,"128.13",61
-1.8,1.6,-20,"128.69",56
-1.8,1.6,-30,"84.94",55
-1.8,1.6,-40,"-15.38",12
-1.8,1.7,-10,"135.85",58
-1.8,1.7,-20,"133.08",53
-1.8,1.7,-30,"88.07",52
-1.8,1.7,-40,"-14.16",12
-1.8,1.8,-10,"109.72",54
-1.8,1.8,-20,"125.51",49
-1.8,1.8,-30,"81.96",48
-1.8,1.8,-40,"-14.97",11
-1.8,1.9,-10,"101.32",51
-1.8,1.9,-20,"119.16",46
-1.8,1.9,-30,"76.84",45
-1.8,1.9,-40,"-14.51",11
-1.8,2,-10,"102.22",50
-1.8,2,-20,"120.14",45
-1.8,2,-30,"77.20",44
-1.8,2,-40,"-14.45",11
-1.7,0.1,-10,"193.09",95
-1.7,0.1,-20,"193.09",95
-1.7,0.1,-30,"193.09",95
-1.7,0.1,-40,"193.09",95
-1.7,0.2,-10,"203.92",94
-1.7,0.2,-20,"203.92",94
-1.7,0.2,-30,"203.92",94
-1.7,0.2,-40,"203.92",94
-1.7,0.3,-10,"203.96",93
-1.7,0.3,-20,"203.96",93
-1.7,0.3,-30,"203.96",93
-1.7,0.3,-40,"203.96",93
-1.7,0.4,-10,"207.66",91
-1.7,0.4,-20,"207.66",91
-1.7,0.4,-30,"207.66",91
-1.7,0.4,-40,"207.66",91
-1.7,0.5,-10,"221.81",91
-1.7,0.5,-20,"221.81",91
-1.7,0.5,-30,"221.81",91
-1.7,0.5,-40,"221.81",91
-1.7,0.6,-10,"222.03",89
-1.7,0.6,-20,"222.03",89
-1.7,0.6,-30,"222.03",89
-1.7,0.6,-40,"222.03",89
-1.7,0.7,-10,"143.52",89
-1.7,0.7,-20,"139.23",84
-1.7,0.7,-30,"116.17",84
-1.7,0.7,-40,"93.48",84
-1.7,0.8,-10,"149.70",87
-1.7,0.8,-20,"145.30",82
-1.7,0.8,-30,"121.66",82
-1.7,0.8,-40,"98.39",82
-1.7,0.9,-10,"153.45",85
-1.7,0.9,-20,"148.99",80
-1.7,0.9,-30,"124.99",80
-1.7,0.9,-40,"101.37",80
-1.7,1,-10,"151.85",78
-1.7,1,-20,"147.23",73
-1.7,1,-30,"123.40",73
-1.7,1,-40,"99.95",73
-1.7,1.1,-10,"156.38",74
-1.7,1.1,-20,"154.69",69
-1.7,1.1,-30,"130.14",69
-1.7,1.1,-40,"105.98",69
-1.7,1.2,-10,"160.23",74
-1.7,1.2,-20,"158.35",69
-1.7,1.2,-30,"133.44",69
-1.7,1.2,-40,"108.94",69
-1.7,1.3,-10,"168.44",74
-1.7,1.3,-20,"166.00",69
-1.7,1.3,-30,"140.36",69
-1.7,1.3,-40,"115.13",69
-1.7,1.4,-10,"138.56",66
-1.7,1.4,-20,"160.70",61
-1.7,1.4,-30,"133.47",60
-1.7,1.4,-40,"108.50",60
-1.7,1.5,-10,"113.66",62
-1.7,1.5,-20,"113.06",57
-1.7,1.5,-30,"72.30",56
-1.7,1.5,-40,"-13.91",14
-1.7,1.6,-10,"137.33",64
-1.7,1.6,-20,"137.91",59
-1.7,1.6,-30,"92.39",58
-1.7,1.6,-40,"-13.05",14
-1.7,1.7,-10,"145.36",61
-1.7,1.7,-20,"142.48",56
-1.7,1.7,-30,"95.65",55
-1.7,1.7,-40,"-11.79",14
-1.7,1.8,-10,"118.74",57
-1.7,1.8,-20,"135.21",52
-1.7,1.8,-30,"89.79",51
-1.7,1.8,-40,"-12.49",13
-1.7,1.9,-10,"110.18",54
-1.7,1.9,-20,"128.81",49
-1.7,1.9,-30,"84.63",48
-1.7,1.9,-40,"-12.00",13
-1.7,2,-10,"111.37",53
-1.7,2,-20,"130.10",48
-1.7,2,-30,"85.21",47
-1.7,2,-40,"-11.84",13
-1.6,0.1,-10,"140.85",102
-1.6,0.1,-20,"168.51",98
-1.6,0.1,-30,"168.51",98
-1.6,0.1,-40,"168.51",98
-1.6,0.2,-10,"152.04",101
-1.6,0.2,-20,"173.59",97
-1.6,0.2,-30,"173.59",97
-1.6,0.2,-40,"173.59",97
-1.6,0.3,-10,"153.14",100
-1.6,0.3,-20,"174.79",96
-1.6,0.3,-30,"174.79",96
-1.6,0.3,-40,"174.79",96
-1.6,0.4,-10,"156.82",98
-1.6,0.4,-20,"178.79",94
-1.6,0.4,-30,"178.79",94
-1.6,0.4,-40,"178.79",94
-1.6,0.5,-10,"168.63",98
-1.6,0.5,-20,"191.61",94
-1.6,0.5,-30,"191.61",94
-1.6,0.5,-40,"191.61",94
-1.6,0.6,-10,"168.82",96
-1.6,0.6,-20,"191.81",92
-1.6,0.6,-30,"191.81",92
-1.6,0.6,-40,"191.81",92
-1.6,0.7,-10,"152.73",95
-1.6,0.7,-20,"148.28",90
-1.6,0.7,-30,"124.34",90
-1.6,0.7,-40,"100.79",90
-1.6,0.8,-10,"159.42",93
-1.6,0.8,-20,"154.85",88
-1.6,0.8,-30,"130.28",88
-1.6,0.8,-40,"106.11",88
-1.6,0.9,-10,"165.47",91
-1.6,0.9,-20,"160.80",86
-1.6,0.9,-30,"135.66",86
-1.6,0.9,-40,"110.92",86
-1.6,1,-10,"161.46",82
-1.6,1,-20,"156.66",77
-1.6,1,-30,"131.92",77
-1.6,1,-40,"107.58",77
-1.6,1.1,-10,"165.44",77
-1.6,1.1,-20,"163.70",72
-1.6,1.1,-30,"138.28",72
-1.6,1.1,-40,"113.26",72
-1.6,1.2,-10,"170.07",77
-1.6,1.2,-20,"168.12",72
-1.6,1.2,-30,"142.28",72
-1.6,1.2,-40,"116.84",72
-1.6,1.3,-10,"179.97",77
-1.6,1.3,-20,"177.42",72
-1.6,1.3,-30,"150.68",72
-1.6,1.3,-40,"124.37",72
-1.6,1.4,-10,"150.09",70
-1.6,1.4,-20,"173.30",65
-1.6,1.4,-30,"144.76",64
-1.6,1.4,-40,"118.58",64
-1.6,1.5,-10,"125.84",67
-1.6,1.5,-20,"125.21",62
-1.6,1.5,-30,"82.12",61
-1.6,1.5,-40,"-8.98",19
-1.6,1.6,-10,"139.38",68
-1.6,1.6,-20,"139.97",63
-1.6,1.6,-30,"94.05",62
-1.6,1.6,-40,"-8.35",18
-1.6,1.7,-10,"147.48",65
-1.6,1.7,-20,"144.57",60
-1.6,1.7,-30,"97.35",59
-1.6,1.7,-40,"-7.02",18
-1.6,1.8,-10,"122.27",61
-1.6,1.8,-20,"139.00",56
-1.6,1.8,-30,"92.85",55
-1.6,1.8,-40,"-7.07",17
-1.6,1.9,-10,"113.57",58
-1.6,1.9,-20,"132.50",53
-1.6,1.9,-30,"87.60",52
-1.6,1.9,-40,"-6.55",17
-1.6,2,-10,"114.97",57
-1.6,2,-20,"134.03",52
-1.6,2,-30,"88.37",51
-1.6,2,-40,"-6.30",17
-1.5,0.1,-10,"147.45",111
-1.5,0.1,-20,"175.86",107
-1.5,0.1,-30,"175.86",107
-1.5,0.1,-40,"175.86",107
-1.5,0.2,-10,"163.80",111
-1.5,0.2,-20,"186.36",107
-1.5,0.2,-30,"186.36",107
-1.5,0.2,-40,"186.36",107
-1.5,0.3,-10,"164.91",109
-1.5,0.3,-20,"187.57",105
-1.5,0.3,-30,"187.57",105
-1.5,0.3,-40,"187.57",105
-1.5,0.4,-10,"171.77",107
-1.5,0.4,-20,"195.01",103
-1.5,0.4,-30,"195.01",103
-1.5,0.4,-40,"195.01",103
-1.5,0.5,-10,"185.01",107
-1.5,0.5,-20,"209.41",103
-1.5,0.5,-30,"209.41",103
-1.5,0.5,-40,"209.41",103
-1.5,0.6,-10,"185.54",105
-1.5,0.6,-20,"209.98",101
-1.5,0.6,-30,"209.98",101
-1.5,0.6,-40,"209.98",101
-1.5,0.7,-10,"145.22",103
-1.5,0.7,-20,"163.72",98
-1.5,0.7,-30,"138.92",98
-1.5,0.7,-40,"111.81",97
-1.5,0.8,-10,"154.34",100
-1.5,0.8,-20,"173.53",95
-1.5,0.8,-30,"147.81",95
-1.5,0.8,-40,"119.68",94
-1.5,0.9,-10,"162.08",98
-1.5,0.9,-20,"181.85",93
-1.5,0.9,-30,"155.35",93
-1.5,0.9,-40,"126.37",92
-1.5,1,-10,"157.01",88
-1.5,1,-20,"176.40",83
-1.5,1,-30,"150.40",83
-1.5,1,-40,"121.82",82
-1.5,1.1,-10,"165.71",84
-1.5,1.1,-20,"189.31",79
-1.5,1.1,-30,"162.10",79
-1.5,1.1,-40,"132.08",78
-1.5,1.2,-10,"170.16",84
-1.5,1.2,-20,"194.16",79
-1.5,1.2,-30,"166.50",79
-1.5,1.2,-40,"135.81",78
-1.5,1.3,-10,"185.05",84
-1.5,1.3,-20,"210.37",79
-1.5,1.3,-30,"181.18",79
-1.5,1.3,-40,"148.34",78
-1.5,1.4,-10,"180.21",77
-1.5,1.4,-20,"205.92",72
-1.5,1.4,-30,"177.15",72
-1.5,1.4,-40,"144.78",71
-1.5,1.5,-10,"153.50",74
-1.5,1.5,-20,"152.56",69
-1.5,1.5,-30,"106.93",69
-1.5,1.5,-40,"-0.74",25
-1.5,1.6,-10,"168.33",75
-1.5,1.6,-20,"168.74",70
-1.5,1.6,-30,"120.19",70
-1.5,1.6,-40,"0.34",24
-1.5,1.7,-10,"169.27",69
-1.5,1.7,-20,"165.85",64
-1.5,1.7,-30,"117.83",64
-1.5,1.7,-40,"1.40",23
-1.5,1.8,-10,"141.92",65
-1.5,1.8,-20,"159.88",60
-1.5,1.8,-30,"112.93",60
-1.5,1.8,-40,"1.38",22
-1.5,1.9,-10,"137.46",62
-1.5,1.9,-20,"158.26",57
-1.5,1.9,-30,"111.60",57
-1.5,1.9,-40,"1.94",22
-1.5,2,-10,"138.55",61
-1.5,2,-20,"159.45",56
-1.5,2,-30,"112.58",56
-1.5,2,-40,"2.10",22
-1.4,0.1,-10,"154.50",124
-1.4,0.1,-20,"183.72",120
-1.4,0.1,-30,"183.72",120
-1.4,0.1,-40,"183.72",120
-1.4,0.2,-10,"174.72",123
-1.4,0.2,-20,"198.22",119
-1.4,0.2,-30,"198.22",119
-1.4,0.2,-40,"198.22",119
-1.4,0.3,-10,"176.65",121
-1.4,0.3,-20,"200.31",117
-1.4,0.3,-30,"200.31",117
-1.4,0.3,-40,"200.31",117
-1.4,0.4,-10,"160.57",119
-1.4,0.4,-20,"157.34",114
-1.4,0.4,-30,"132.40",114
-1.4,0.4,-40,"106.36",112
-1.4,0.5,-10,"171.81",117
-1.4,0.5,-20,"168.44",112
-1.4,0.5,-30,"142.42",112
-1.4,0.5,-40,"116.03",111
-1.4,0.6,-10,"169.92",113
-1.4,0.6,-20,"165.58",107
-1.4,0.6,-30,"139.84",107
-1.4,0.6,-40,"113.73",106
-1.4,0.7,-10,"154.50",111
-1.4,0.7,-20,"173.71",105
-1.4,0.7,-30,"147.97",105
-1.4,0.7,-40,"119.82",104
-1.4,0.8,-10,"164.58",108
-1.4,0.8,-20,"184.55",102
-1.4,0.8,-30,"157.79",102
-1.4,0.8,-40,"128.53",101
-1.4,0.9,-10,"169.33",105
-1.4,0.9,-20,"193.88",100
-1.4,0.9,-30,"166.25",100
-1.4,0.9,-40,"136.03",99
-1.4,1,-10,"167.97",95
-1.4,1,-20,"193.06",90
-1.4,1,-30,"165.50",90
-1.4,1,-40,"135.19",89
-1.4,1.1,-10,"181.78",92
-1.4,1.1,-20,"195.79",85
-1.4,1.1,-30,"167.97",85
-1.4,1.1,-40,"137.28",84
-1.4,1.2,-10,"187.30",91
-1.4,1.2,-20,"207.89",84
-1.4,1.2,-30,"178.93",84
-1.4,1.2,-40,"146.82",83
-1.4,1.3,-10,"191.62",88
-1.4,1.3,-20,"212.13",81
-1.4,1.3,-30,"182.77",81
-1.4,1.3,-40,"149.75",80
-1.4,1.4,-10,"188.17",81
-1.4,1.4,-20,"207.58",74
-1.4,1.4,-30,"178.66",74
-1.4,1.4,-40,"146.11",73
-1.4,1.5,-10,"157.98",77
-1.4,1.5,-20,"151.28",70
-1.4,1.5,-30,"105.89",70
-1.4,1.5,-40,"-1.23",26
-1.4,1.6,-10,"173.43",78
-1.4,1.6,-20,"166.32",71
-1.4,1.6,-30,"118.21",71
-1.4,1.6,-40,"-0.55",25
-1.4,1.7,-10,"175.63",72
-1.4,1.7,-20,"164.66",65
-1.4,1.7,-30,"116.85",65
-1.4,1.7,-40,"0.96",24
-1.4,1.8,-10,"173.60",68
-1.4,1.8,-20,"162.55",61
-1.4,1.8,-30,"115.12",61
-1.4,1.8,-40,"1.18",23
-1.4,1.9,-10,"170.95",65
-1.4,1.9,-20,"158.46",58
-1.4,1.9,-30,"111.77",58
-1.4,1.9,-40,"2.04",23
-1.4,2,-10,"174.95",64
-1.4,2,-20,"162.28",57
-1.4,2,-30,"114.90",57
-1.4,2,-40,"3.24",23
-1.3,0.1,-10,"163.90",140
-1.3,0.1,-20,"190.27",135
-1.3,0.1,-30,"190.27",135
-1.3,0.1,-40,"190.27",135
-1.3,0.2,-10,"182.99",138
-1.3,0.2,-20,"205.78",134
-1.3,0.2,-30,"205.78",134
-1.3,0.2,-40,"205.78",134
-1.3,0.3,-10,"190.22",136
-1.3,0.3,-20,"213.63",132
-1.3,0.3,-30,"213.63",132
-1.3,0.3,-40,"213.63",132
-1.3,0.4,-10,"174.69",134
-1.3,0.4,-20,"168.51",127
-1.3,0.4,-30,"142.49",127
-1.3,0.4,-40,"115.32",125
-1.3,0.5,-10,"189.65",132
-1.3,0.5,-20,"182.40",125
-1.3,0.5,-30,"155.04",125
-1.3,0.5,-40,"127.27",124
-1.3,0.6,-10,"192.00",129
-1.3,0.6,-20,"184.94",121
-1.3,0.6,-30,"157.33",121
-1.3,0.6,-40,"129.31",120
-1.3,0.7,-10,"175.69",126
-1.3,0.7,-20,"196.50",120
-1.3,0.7,-30,"168.62",120
-1.3,0.7,-40,"135.97",117
-1.3,0.8,-10,"184.81",120
-1.3,0.8,-20,"206.30",114
-1.3,0.8,-30,"177.50",114
-1.3,0.8,-40,"143.17",112
-1.3,0.9,-10,"192.24",117
-1.3,0.9,-20,"218.89",112
-1.3,0.9,-30,"188.90",112
-1.3,0.9,-40,"152.74",110
-1.3,1,-10,"201.14",107
-1.3,1,-20,"229.33",102
-1.3,1,-30,"198.36",102
-1.3,1,-40,"158.77",100
-1.3,1.1,-10,"213.45",102
-1.3,1.1,-20,"229.07",95
-1.3,1.1,-30,"198.09",95
-1.3,1.1,-40,"158.03",93
-1.3,1.2,-10,"222.56",102
-1.3,1.2,-20,"245.78",95
-1.3,1.2,-30,"213.17",95
-1.3,1.2,-40,"170.12",93
-1.3,1.3,-10,"226.92",99
-1.3,1.3,-20,"250.09",92
-1.3,1.3,-30,"217.01",92
-1.3,1.3,-40,"173.43",90
-1.3,1.4,-10,"220.51",89
-1.3,1.4,-20,"242.21",82
-1.3,1.4,-30,"209.93",82
-1.3,1.4,-40,"166.42",80
-1.3,1.5,-10,"160.91",85
-1.3,1.5,-20,"176.82",77
-1.3,1.5,-30,"126.81",77
-1.3,1.5,-40,"6.10",32
-1.3,1.6,-10,"179.03",85
-1.3,1.6,-20,"196.05",77
-1.3,1.6,-30,"142.57",77
-1.3,1.6,-40,"7.29",30
-1.3,1.7,-10,"156.09",79
-1.3,1.7,-20,"191.72",70
-1.3,1.7,-30,"139.02",70
-1.3,1.7,-40,"8.24",28
-1.3,1.8,-10,"154.60",75
-1.3,1.8,-20,"188.96",66
-1.3,1.8,-30,"136.76",66
-1.3,1.8,-40,"8.32",27
-1.3,1.9,-10,"156.46",72
-1.3,1.9,-20,"190.16",63
-1.3,1.9,-30,"137.74",63
-1.3,1.9,-40,"12.36",28
-1.3,2,-10,"160.22",71
-1.3,2,-20,"194.41",62
-1.3,2,-30,"141.22",62
-1.3,2,-40,"14.22",28
-1.2,0.1,-10,"172.46",161
-1.2,0.1,-20,"199.69",156
-1.2,0.1,-30,"199.69",156
-1.2,0.1,-40,"199.69",156
-1.2,0.2,-10,"194.80",157
-1.2,0.2,-20,"218.56",153
-1.2,0.2,-30,"218.56",153
-1.2,0.2,-40,"218.56",153
-1.2,0.3,-10,"209.70",155
-1.2,0.3,-20,"234.71",151
-1.2,0.3,-30,"234.71",151
-1.2,0.3,-40,"234.71",151
-1.2,0.4,-10,"196.56",153
-1.2,0.4,-20,"189.89",146
-1.2,0.4,-30,"161.80",146
-1.2,0.4,-40,"132.47",144
-1.2,0.5,-10,"208.70",152
-1.2,0.5,-20,"200.97",145
-1.2,0.5,-30,"171.80",145
-1.2,0.5,-40,"142.20",144
-1.2,0.6,-10,"217.44",150
-1.2,0.6,-20,"209.49",143
-1.2,0.6,-30,"179.50",143
-1.2,0.6,-40,"149.07",142
-1.2,0.7,-10,"206.84",147
-1.2,0.7,-20,"229.71",142
-1.2,0.7,-30,"198.71",142
-1.2,0.7,-40,"162.40",139
-1.2,0.8,-10,"207.28",138
-1.2,0.8,-20,"232.00",130
-1.2,0.8,-30,"200.78",130
-1.2,0.8,-40,"163.57",128
-1.2,0.9,-10,"219.82",134
-1.2,0.9,-20,"250.22",127
-1.2,0.9,-30,"222.37",127
-1.2,0.9,-40,"182.03",125
-1.2,1,-10,"202.28",124
-1.2,1,-20,"255.60",114
-1.2,1,-30,"221.32",114
-1.2,1,-40,"185.56",113
-1.2,1.1,-10,"216.13",119
-1.2,1.1,-20,"271.57",109
-1.2,1.1,-30,"235.71",109
-1.2,1.1,-40,"198.00",108
-1.2,1.2,-10,"228.09",117
-1.2,1.2,-20,"284.38",108
-1.2,1.2,-30,"247.26",108
-1.2,1.2,-40,"208.25",107
-1.2,1.3,-10,"225.91",111
-1.2,1.3,-20,"280.54",102
-1.2,1.3,-30,"243.76",102
-1.2,1.3,-40,"203.80",101
-1.2,1.4,-10,"216.67",100
-1.2,1.4,-20,"268.79",91
-1.2,1.4,-30,"233.17",91
-1.2,1.4,-40,"194.44",90
-1.2,1.5,-10,"159.64",95
-1.2,1.5,-20,"200.49",85
-1.2,1.5,-30,"142.83",84
-1.2,1.5,-40,"13.78",38
-1.2,1.6,-10,"182.02",95
-1.2,1.6,-20,"218.47",85
-1.2,1.6,-30,"157.36",84
-1.2,1.6,-40,"14.56",36
-1.2,1.7,-10,"159.37",88
-1.2,1.7,-20,"207.79",76
-1.2,1.7,-30,"155.89",77
-1.2,1.7,-40,"16.60",34
-1.2,1.8,-10,"179.86",82
-1.2,1.8,-20,"205.67",71
-1.2,1.8,-30,"154.12",72
-1.2,1.8,-40,"16.18",32
-1.2,1.9,-10,"180.25",79
-1.2,1.9,-20,"208.50",68
-1.2,1.9,-30,"144.66",67
-1.2,1.9,-40,"21.75",33
-1.2,2,-10,"185.43",78
-1.2,2,-20,"214.39",67
-1.2,2,-30,"149.33",66
-1.2,2,-40,"24.36",33
-1.1,0.1,-10,"184.45",182
-1.1,0.1,-20,"212.87",177
-1.1,0.1,-30,"212.87",177
-1.1,0.1,-40,"212.87",177
-1.1,0.2,-10,"209.34",177
-1.1,0.2,-20,"234.30",173
-1.1,0.2,-30,"234.30",173
-1.1,0.2,-40,"234.30",173
-1.1,0.3,-10,"227.15",175
-1.1,0.3,-20,"253.61",171
-1.1,0.3,-30,"253.61",171
-1.1,0.3,-40,"253.61",171
-1.1,0.4,-10,"215.47",172
-1.1,0.4,-20,"208.38",165
-1.1,0.4,-30,"178.50",165
-1.1,0.4,-40,"146.86",162
-1.1,0.5,-10,"229.57",171
-1.1,0.5,-20,"221.32",164
-1.1,0.5,-30,"190.18",164
-1.1,0.5,-40,"157.93",162
-1.1,0.6,-10,"239.48",165
-1.1,0.6,-20,"230.98",158
-1.1,0.6,-30,"198.91",158
-1.1,0.6,-40,"165.01",156
-1.1,0.7,-10,"229.33",160
-1.1,0.7,-20,"253.89",155
-1.1,0.7,-30,"220.60",155
-1.1,0.7,-40,"181.63",152
